job_title,job_skills
test_engineer,regression_testing manual_testing documentation python_programming oscilloscope test_planning automated_testing
machine_learning_engineer,rest_api data_pipelines mlops kubernetes docker
junior_data_scientist,git python_programming sql
backend_developer,ci_cd node_js sql authentication
machine_learning_engineer,machine_learning feature_engineering pytorch mlops sql docker
junior_embedded_engineer,c_programming uart_spi_i2c debugging microcontrollers
technical_support_engineer,python_programming sql ticketing_systems
site_reliability_engineer,monitoring shell_scripting ci_cd alerting python_programming kubernetes performance_tuning
it_support_specialist,troubleshooting customer_support remote_desktop active_directory ticketing_systems software_installation documentation
technical_writer,markdown user_research git diagramming html_css api_documentation
machine_learning_engineer,machine_learning mlops sql rest_api docker linux tensorflow
junior_network_engineer,networking dhcp routing_switching tcp_ip dns cisco troubleshooting
software_engineer,sql docker java_programming debugging agile_methodology
junior_data_analyst,statistics tableau google_analytics data_cleaning
firmware_engineer,rtos debugging hardware_interfacing firmware_development assembly_language version_control c_plus_plus
junior_devops_engineer,docker monitoring shell_scripting linux aws cloud_computing
scrum_master,conflict_resolution team_facilitation jira
junior_hardware_engineer,altium_designer multimeter soldering
site_reliability_engineer,performance_tuning python_programming shell_scripting alerting on_call_management monitoring kubernetes
systems_administrator,windows_server networking shell_scripting
junior_devops_engineer,networking_basics ci_cd linux docker
frontend_developer,javascript react rest_api sass webpack git figma
data_engineer,apache_spark sql etl data_warehousing python_programming
mobile_developer,app_store_deployment debugging android_development mobile_ui_design git flutter
bi_developer,business_intelligence python_programming tableau data_modeling power_bi
cloud_support_engineer,aws linux troubleshooting
mobile_developer,java_programming swift git kotlin mobile_ui_design
hardware_engineer,oscilloscope circuit_design eagle_cad schematic_capture fpga
data_scientist,natural_language_processing data_analysis feature_engineering machine_learning jupyter_notebook tensorflow
data_analyst,statistics r_programming sql google_analytics
cybersecurity_analyst,incident_response firewalls ethical_hacking
ui_ux_designer,user_research figma accessibility information_architecture wireframing sketch
mobile_developer,kotlin ios_development rest_api app_store_deployment
junior_data_analyst,tableau excel google_analytics data_visualization statistics
machine_learning_engineer,data_pipelines docker linux deep_learning python_programming git
it_support_specialist,hardware_maintenance documentation ticketing_systems linux software_installation active_directory
backend_developer,node_js ci_cd rest_api sql
full_stack_developer,sql html_css javascript react docker ci_cd
embedded_systems_engineer,assembly_language c_plus_plus debugging
cloud_support_engineer,linux troubleshooting azure aws docker monitoring
hardware_engineer,altium_designer multimeter component_selection pcb_design circuit_design eagle_cad
junior_hardware_engineer,schematic_capture multimeter altium_designer circuit_design component_selection pcb_design soldering
bi_developer,sql business_intelligence etl python_programming excel data_warehousing data_modeling
it_support_specialist,networking_basics linux windows_os
firmware_engineer,version_control rtos hardware_interfacing c_programming embedded_systems debugging
network_engineer,cisco firewalls vpn network_monitoring dns tcp_ip networking
software_engineer,unit_testing agile_methodology git algorithms
junior_software_engineer,html_css object_oriented_programming basic_algorithms java_programming
technical_support_engineer,documentation linux ticketing_systems networking_basics
junior_mobile_developer,git debugging rest_api swift react_native
cloud_engineer,monitoring infrastructure_as_code linux azure security_practices gcp networking
cloud_support_engineer,linux azure troubleshooting customer_support networking aws monitoring
cybersecurity_analyst,risk_assessment encryption linux incident_response network_security penetration_testing
junior_data_engineer,python_programming etl sql cloud_computing
it_support_specialist,remote_desktop hardware_maintenance documentation software_installation troubleshooting ticketing_systems
junior_embedded_engineer,microcontrollers hardware_interfacing debugging
machine_learning_engineer,deep_learning linux python_programming kubernetes git docker pytorch
rf_engineer,matlab antenna_design simulation_tools spectrum_analyzer
full_stack_developer,nosql linux ci_cd python_programming git typescript javascript
technical_writer,user_research git markdown html_css
ui_ux_designer,user_research prototyping figma
firmware_engineer,c_programming assembly_language version_control firmware_development c_plus_plus
junior_software_engineer,html_css python_programming java_programming react agile_methodology basic_algorithms javascript
technical_writer,html_css api_documentation content_management user_research diagramming markdown
cloud_support_engineer,troubleshooting ticketing_systems networking monitoring
it_support_specialist,windows_os remote_desktop troubleshooting active_directory
junior_data_analyst,google_analytics statistics sql data_cleaning tableau data_visualization reporting
rf_engineer,matlab wireless_communication oscilloscope
site_reliability_engineer,incident_management ci_cd alerting on_call_management linux kubernetes
test_engineer,regression_testing hardware_testing bug_reporting manual_testing test_planning documentation
cloud_support_engineer,networking azure ticketing_systems
junior_mobile_developer,kotlin rest_api debugging java_programming
backend_developer,sql git ci_cd message_queues
machine_learning_engineer,machine_learning tensorflow rest_api pytorch deep_learning
machine_learning_engineer,rest_api kubernetes sql python_programming mlops model_deployment
